groupID,featureID,PAS_ID,gene,feature,APA_direction,exonBaseMean,dispersion,stat,pvalue,padj,log2fold_Experimental_v_Control,countData.Control_S1,countData.Control_S2,countData.Experimental_S4,countData.Experimental_S5,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand
RAB6A,chr11_-_73675640,chr11:-:73675640,RAB6A,chr11_-_73675640,Lengthened,85.5358146830737,0.267024635830905,0.458136702006456,0.49849607779652,1,-0.176683238611812,102,90,28,148,chr11,73675640,73675640,1,-
RAB6A,chr11_-_73675896,chr11:-:73675896,RAB6A,chr11_-_73675896,Shortened,1145.01452152009,0.144676462528926,1.16742511605781,0.279930942138841,1,0.374887061983504,1169,981,1112,1458,chr11,73675896,73675896,1,-
RAB6A,chr11_-_73675959,chr11:-:73675959,RAB6A,chr11_-_73675959,Shortened,38.8267767774332,0.293585217651868,0.0230318151632645,0.879374367308883,1,0.0546827105139087,56,26,27,54,chr11,73675959,73675959,1,-
COA4,chr11_-_73872670,chr11:-:73872670,COA4,chr11_-_73872670,Lengthened,283.99437598676,0.122811826574949,0.0237447477736197,0.877536164184009,1,-0.0517840497289299,291,265,275,330,chr11,73872670,73872670,1,-
COA4,chr11_-_73872769,chr11:-:73872769,COA4,chr11_-_73872769,Shortened,556.672195729647,0.110397100542756,0.026393981861986,0.870941855413465,1,0.0459875758148982,489,561,470,801,chr11,73872769,73872769,1,-
PGM2L1,chr11_-_74330319,chr11:-:74330319,PGM2L1,chr11_-_74330319,Shortened,224.717533302482,0.14440683345331,0.195850384494236,0.658091353592007,1,0.166835575625574,287,138,229,271,chr11,74330319,74330319,1,-
PGM2L1,chr11_-_74331281,chr11:-:74331281,PGM2L1,chr11_-_74331281,Lengthened,288.673388305426,0.159030020217181,0.785627860725072,0.375425447258478,1,-0.502993846424869,370,298,319,134,chr11,74331281,74331281,1,-
PGM2L1,chr11_-_74331722,chr11:-:74331722,PGM2L1,chr11_-_74331722,Shortened,56.4812730875015,0.317224546415435,0.204905975585376,0.6507896889158,1,0.437055108050727,68,29,35,116,chr11,74331722,74331722,1,-
PGM2L1,chr11_-_74333677,chr11:-:74333677,PGM2L1,chr11_-_74333677,Shortened,77.7289607822992,0.183835293480562,0.0241434706437076,0.876520415432197,1,0.101000371981801,83,66,90,73,chr11,74333677,74333677,1,-
PGM2L1,chr11_-_74334281,chr11:-:74334281,PGM2L1,chr11_-_74334281,Shortened,16.6776785669698,0.708999434530459,0.533763739021808,0.465028789430107,1,0.61358610664596,25,2,21,21,chr11,74334281,74334281,1,-
PGM2L1,chr11_-_74334926,chr11:-:74334926,PGM2L1,chr11_-_74334926,Lengthened,1458.68136831039,0.0914141265171908,0.00176187980387965,0.966518825373506,1,-0.0664610626218582,1549,1408,1495,1429,chr11,74334926,74334926,1,-
PGM2L1,chr11_-_74336292,chr11:-:74336292,PGM2L1,chr11_-_74336292,Shortened,610.182488099874,0.104597452552775,0.0336538158815642,0.854445132363188,1,0.0109717103314466,592,611,588,698,chr11,74336292,74336292,1,-
XRRA1,chr11_-_74840911,chr11:-:74840911,XRRA1,chr11_-_74840911,Lengthened,20.8730598309939,1.32938700592918,0.0111709892166232,0.915826013378289,1,-0.0197355058450874,7,34,20,23,chr11,74840911,74840911,1,-
ARRB1,chr11_-_75260123,chr11:-:75260123,ARRB1,chr11_-_75260123,Shortened,324.477587468729,0.333657733312421,0.0560354245887567,0.81287554840228,1,0.594466178688839,202,387,349,379,chr11,75260123,75260123,1,-
LRRC32,chr11_-_76657529,chr11:-:76657529,LRRC32,chr11_-_76657529,Lengthened,337.093071807925,0.12518385796485,2.12671169455307,0.144750992961014,1,-0.351071362761276,418,404,180,385,chr11,76657529,76657529,1,-
GATD1,chr11_-_767225,chr11:-:767225,GATD1,chr11_-_767225,Shortened,128.236909912341,0.503028262539661,2.22025846143832,0.136210255074717,1,0.588155375703083,150,82,141,153,chr11,767225,767225,1,-
PAK1,chr11_-_77322021,chr11:-:77322021,PAK1,chr11_-_77322021,Lengthened,78.9499409269508,0.474868886819705,0.836893557565006,0.360286728910169,1,-0.238307265960607,89,90,56,88,chr11,77322021,77322021,1,-
PAK1,chr11_-_77322976,chr11:-:77322976,PAK1,chr11_-_77322976,Shortened,15.0323588475404,0.886404690215605,0.611699706727379,0.434148557365971,1,0.465578537077318,27,1,13,23,chr11,77322976,77322976,1,-
NDUFC2,chr11_-_78068298,chr11:-:78068298,NDUFC2,chr11_-_78068298,Shortened,48.03789622418,0.292299967417808,0.595103722666607,0.44045229937766,1,0.530105886224888,51,21,67,57,chr11,78068298,78068298,1,-
NDUFC2,chr11_-_78068349,chr11:-:78068349,NDUFC2,chr11_-_78068349,Shortened,29.2868063452035,0.617614104173437,0.603877096218554,0.437102550152065,1,0.210935343647614,3,45,29,44,chr11,78068349,78068349,1,-
NDUFC2,chr11_-_78069693,chr11:-:78069693,NDUFC2,chr11_-_78069693,Shortened,54.3575722173102,0.328152170357737,0.593390484384628,0.441111026204996,1,0.446965228408148,18,64,40,114,chr11,78069693,78069693,1,-
NDUFC2,chr11_-_78069829,chr11:-:78069829,NDUFC2,chr11_-_78069829,Lengthened,34.2786105024947,0.38546488434247,0.000148734446710819,0.990269501793298,1,-0.0957639975599607,40,25,48,21,chr11,78069829,78069829,1,-
NDUFC2,chr11_-_78069856,chr11:-:78069856,NDUFC2,chr11_-_78069856,Lengthened,2709.03521965046,0.104226565773674,0.961943150578293,0.326697787509049,1,-0.321205241901829,2921,2611,2161,3529,chr11,78069856,78069856,1,-
GAB2,chr11_-_78215297,chr11:-:78215297,GAB2,chr11_-_78215297,Lengthened,212.722562217674,0.128687585240902,0.125442955264944,0.723204538157293,1,-0.104793180720661,253,173,176,282,chr11,78215297,78215297,1,-
PRCP,chr11_-_82822943,chr11:-:82822943,PRCP,chr11_-_82822943,Shortened,25.276439490888,0.375841220762322,0.363028525276889,0.54682906216373,1,0.733561083556448,23,16,24,45,chr11,82822943,82822943,1,-
PRCP,chr11_-_82823119,chr11:-:82823119,PRCP,chr11_-_82823119,Lengthened,12.3330350548703,0.679064511777547,0.0365313047321081,0.848422457535198,1,-0.230983195669124,16,11,5,21,chr11,82823119,82823119,1,-
PRCP,chr11_-_82824368,chr11:-:82824368,PRCP,chr11_-_82824368,Lengthened,3568.15930160828,0.138976819269647,0.00604836575391232,0.938010024381498,1,-0.0295549106380086,3577,3675,3208,4126,chr11,82824368,82824368,1,-
PRCP,chr11_-_82824523,chr11:-:82824523,PRCP,chr11_-_82824523,Lengthened,7.36835488746403,0.891742887034674,0.169000866308252,0.681001300079109,1,-0.867406400929562,11,8,4,7,chr11,82824523,82824523,1,-
RAB30,chr11_-_82974964,chr11:-:82974964,RAB30,chr11_-_82974964,Lengthened,160.250978590148,0.183881955199188,1.56730028575164,0.210599511198691,1,-0.601043434651248,181,150,61,305,chr11,82974964,82974964,1,-
RAB30,chr11_-_82981444,chr11:-:82981444,RAB30,chr11_-_82981444,Shortened,9.77022411014089,0.866948264656868,0.342400933019647,0.558446625544403,1,0.569607519571771,11,2,11,18,chr11,82981444,82981444,1,-
CCDC90B,chr11_-_83261459,chr11:-:83261459,CCDC90B,chr11_-_83261459,Shortened,448.608948157569,0.125250085646196,0.550622591282675,0.458063415227387,1,0.356977471925372,423,411,435,581,chr11,83261459,83261459,1,-
CCDC90B,chr11_-_83261767,chr11:-:83261767,CCDC90B,chr11_-_83261767,Lengthened,280.362783503409,0.122176787579739,0.0726981368278246,0.787448057216727,1,-0.0217185987531785,372,224,260,283,chr11,83261767,83261767,1,-
POLR2L,chr11_-_839790,chr11:-:839790,POLR2L,chr11_-_839790,Shortened,113.733377862225,0.193748697919928,1.74855211728824,0.186058854961821,1,0.884660363371667,54,93,106,242,chr11,839790,839790,1,-
POLR2L,chr11_-_840205,chr11:-:840205,POLR2L,chr11_-_840205,Lengthened,4332.76965993231,0.112295903200659,1.10794686732861,0.292528689817773,1,-0.293030583157599,4691,4255,3878,4867,chr11,840205,840205,1,-
CREBZF,chr11_-_85659712,chr11:-:85659712,CREBZF,chr11_-_85659712,Lengthened,45.5209058837744,0.678140502420122,0.359326768528774,0.548880368926741,1,-1.22071172893066,7,91,29,59,chr11,85659712,85659712,1,-
CREBZF,chr11_-_85661069,chr11:-:85661069,CREBZF,chr11_-_85661069,Shortened,22.3714113958653,0.69452375596361,0.687896502578596,0.406880780984286,1,1.07717986080401,15,4,37,38,chr11,85661069,85661069,1,-
PICALM,chr11_-_85957209,chr11:-:85957209,PICALM,chr11_-_85957209,Shortened,44.0707510334523,0.32488319467309,0.389708053868858,0.532452900923949,1,0.73064694796323,40,21,27,111,chr11,85957209,85957209,1,-
PICALM,chr11_-_85957688,chr11:-:85957688,PICALM,chr11_-_85957688,Lengthened,1213.01974262378,0.146669261502751,0.0386151735306868,0.844213010801823,1,-0.135507604757152,1121,1211,1101,1571,chr11,85957688,85957688,1,-
ME3,chr11_-_86441196,chr11:-:86441196,ME3,chr11_-_86441196,Lengthened,41.7557058596033,0.486756386179628,1.94976171563344,0.162612530449078,1,-0.763820627443168,44,83,14,23,chr11,86441196,86441196,1,-
CHID1,chr11_-_868396,chr11:-:868396,CHID1,chr11_-_868396,Shortened,26.1446870858597,0.406048017555378,1.21391945782649,0.270557270207759,1,1.34033667768208,11,14,53,25,chr11,868396,868396,1,-
FZD4,chr11_-_86945680,chr11:-:86945680,FZD4,chr11_-_86945680,Shortened,1361.95619202717,0.130799894448883,0.150541858094257,0.69801807623574,1,0.00637219381410148,1492,1291,981,1933,chr11,86945680,86945680,1,-
FZD4,chr11_-_86948695,chr11:-:86948695,FZD4,chr11_-_86948695,Lengthened,25.7994008459227,0.458513658099269,0.0664257912646491,0.796613736629664,1,-0.0240868066503994,21,32,7,53,chr11,86948695,86948695,1,-
CHID1,chr11_-_869763,chr11:-:869763,CHID1,chr11_-_869763,Lengthened,623.502071162479,0.113531311189452,4.24819832749014,0.0392919941209996,1,-0.372642357362658,660,594,594,693,chr11,869763,869763,1,-
NOX4,chr11_-_89324356,chr11:-:89324356,NOX4,chr11_-_89324356,Shortened,31.1022007811612,0.343470355406229,5.59148592139013,0.0180479797668284,1,2.1257165335295,8,10,46,72,chr11,89324356,89324356,1,-
NOX4,chr11_-_89326347,chr11:-:89326347,NOX4,chr11_-_89326347,Lengthened,174.789062808572,0.14931056008109,4.72825526716561,0.0296709689896617,1,-0.859608646980989,201,191,164,141,chr11,89326347,89326347,1,-
TMEM9B,chr11_-_8947294,chr11:-:8947294,TMEM9B,chr11_-_8947294,Shortened,1142.59856933672,0.0970707866943579,0.04667607384674,0.828951531037051,1,0.108020862216511,1183,1000,1070,1462,chr11,8947294,8947294,1,-
TMEM9B,chr11_-_8947510,chr11:-:8947510,TMEM9B,chr11_-_8947510,Shortened,211.799260992692,0.127904845573261,0.00386413180709155,0.950433711048077,1,0.117988784535664,185,216,201,269,chr11,8947510,8947510,1,-
NRIP3,chr11_-_8980576,chr11:-:8980576,NRIP3,chr11_-_8980576,Shortened,473.603226714105,0.175388846267367,0.0835130473598298,0.772591906829393,1,0.0199310083344599,494,478,325,688,chr11,8980576,8980576,1,-
NRIP3,chr11_-_8982848,chr11:-:8982848,NRIP3,chr11_-_8982848,Shortened,86.0371876211644,0.22505354493349,0.162718020284942,0.686666330799472,1,0.276359384250326,116,48,88,102,chr11,8982848,8982848,1,-
DENND5A,chr11_-_9138830,chr11:-:9138830,DENND5A,chr11_-_9138830,Lengthened,408.057088325968,0.192937895660375,0.209390815208749,0.647245296281734,1,-0.259105857162792,349,378,330,670,chr11,9138830,9138830,1,-
TMEM41B,chr11_-_9280657,chr11:-:9280657,TMEM41B,chr11_-_9280657,Shortened,80.6104368839219,0.186312926473326,2.94938950470259,0.0859100058983862,1,0.586044302056811,53,55,86,151,chr11,9280657,9280657,1,-
TMEM41B,chr11_-_9281164,chr11:-:9281164,TMEM41B,chr11_-_9281164,Lengthened,45.2549844634089,0.419808230093962,0.354357790976039,0.551656596101098,1,-0.695609360151253,26,71,13,85,chr11,9281164,9281164,1,-
SMCO4,chr11_-_93478475,chr11:-:93478475,SMCO4,chr11_-_93478475,Lengthened,54.2387553930896,0.761083801877983,0.287297892138767,0.591957330583521,1,-0.492360437785113,40,57,65,56,chr11,93478475,93478475,1,-
MRE11,chr11_-_94419866,chr11:-:94419866,MRE11,chr11_-_94419866,Lengthened,36.6899402968939,0.515523744925823,0.336289807877762,0.561978684418446,1,-0.0267824782586583,78,10,23,42,chr11,94419866,94419866,1,-
CWC15,chr11_-_94963126,chr11:-:94963126,CWC15,chr11_-_94963126,Lengthened,70.4430287019058,0.320294656247367,1.19723918140859,0.273874175996536,1,-0.644635571107794,70,93,81,26,chr11,94963126,94963126,1,-
CWC15,chr11_-_94963348,chr11:-:94963348,CWC15,chr11_-_94963348,Shortened,651.5340624949,0.210652174983839,3.12441424280416,0.0771275858903068,1,0.408485574459878,577,495,641,1028,chr11,94963348,94963348,1,-
FAM76B,chr11_-_95768954,chr11:-:95768954,FAM76B,chr11_-_95768954,Shortened,27.7008544965623,0.432438717633066,1.87767707937881,0.170598397844172,1,0.732791427577308,10,18,43,44,chr11,95768954,95768954,1,-
MTMR2,chr11_-_95832882,chr11:-:95832882,MTMR2,chr11_-_95832882,Shortened,172.615168421158,0.132082560186519,0.00172193187358971,0.966900348535051,1,0.204418817911448,166,238,124,169,chr11,95832882,95832882,1,-
MTMR2,chr11_-_95834101,chr11:-:95834101,MTMR2,chr11_-_95834101,Shortened,313.808724003805,0.121209354594366,0.089778338593888,0.764459141506346,1,0.27544969111424,276,443,256,281,chr11,95834101,95834101,1,-
MTMR2,chr11_-_95834990,chr11:-:95834990,MTMR2,chr11_-_95834990,Lengthened,17.2435825540436,0.887198671719248,0.382767828991987,0.536125650917757,1,-0.728098668880191,41,10,1,21,chr11,95834990,95834990,1,-
CCDC82,chr11_-_96352775,chr11:-:96352775,CCDC82,chr11_-_96352775,Shortened,96.0587660239128,0.450553081309888,1.68012907303613,0.194907302627919,1,0.402749647536512,121,100,52,128,chr11,96352775,96352775,1,-
SBF2,chr11_-_9778790,chr11:-:9778790,SBF2,chr11_-_9778790,Lengthened,85.722171108225,0.734236437836581,0.879536690642944,0.348328607492758,1,-0.76740049095406,90,91,108,43,chr11,9778790,9778790,1,-
CEP126,chr11_+_101998591,chr11:+:101998591,CEP126,chr11_+_101998591,Lengthened,23.7436985939678,0.764515178090374,0.0242542248431903,0.876239795509516,1,-0.518072827906863,55,13,8,22,chr11,101998591,101998591,1,+
YAP1,chr11_+_102233424,chr11:+:102233424,YAP1,chr11_+_102233424,Lengthened,84.4428243311171,0.291590885525903,2.09566025457566,0.14771788528753,1,-0.546623915416567,78,107,77,76,chr11,102233424,102233424,1,+
AASDHPPT,chr11_+_106096988,chr11:+:106096988,AASDHPPT,chr11_+_106096988,Shortened,47.8352689355569,0.318278622248457,3.16145825973346,0.0753958069179094,1,1.24172916111561,26,12,43,139,chr11,106096988,106096988,1,+
AASDHPPT,chr11_+_106098693,chr11:+:106098693,AASDHPPT,chr11_+_106098693,Lengthened,137.001825830828,0.235778116860957,1.27756469324297,0.258352330871041,1,-0.866856764027283,173,105,148,125,chr11,106098693,106098693,1,+
CUL5,chr11_+_108106683,chr11:+:108106683,CUL5,chr11_+_108106683,Lengthened,43.8153187935347,0.442261822212927,0.246512387881566,0.619541589418035,1,-0.255070519614429,31,60,8,94,chr11,108106683,108106683,1,+
CUL5,chr11_+_108106835,chr11:+:108106835,CUL5,chr11_+_108106835,Shortened,242.543637919007,0.135661285210992,0.436880083202098,0.508632163024185,1,0.192646159844284,270,169,195,396,chr11,108106835,108106835,1,+
CUL5,chr11_+_108107757,chr11:+:108107757,CUL5,chr11_+_108107757,Lengthened,153.69931592657,0.14380087328909,8.21900528080732e-07,0.999276648091351,1,-0.0473347833380791,142,158,116,228,chr11,108107757,108107757,1,+
ATM,chr11_+_108368287,chr11:+:108368287,ATM,chr11_+_108368287,Shortened,70.7564977946959,0.274258138498726,0.0187495519287779,0.891086913482484,1,0.405936977112042,20,117,86,53,chr11,108368287,108368287,1,+
ATM,chr11_+_108369101,chr11:+:108369101,ATM,chr11_+_108369101,Shortened,56.8623531346125,0.428363081767411,0.67095432815691,0.412719082582605,1,1.64186832133392,28,40,57,123,chr11,108369101,108369101,1,+
FDX1,chr11_+_110462564,chr11:+:110462564,FDX1,chr11_+_110462564,Lengthened,36.4785450878581,0.327522162673101,0.0753657776215846,0.783678672277677,1,-0.225240501827985,36,37,30,48,chr11,110462564,110462564,1,+
FDX1,chr11_+_110462700,chr11:+:110462700,FDX1,chr11_+_110462700,Shortened,105.595933349516,0.179489279461262,0.754389166414583,0.385090142735125,1,0.420418870640442,123,46,118,155,chr11,110462700,110462700,1,+
FDX1,chr11_+_110463073,chr11:+:110463073,FDX1,chr11_+_110463073,Lengthened,57.2456654814722,0.24929789694621,0.107908430349283,0.742538039396442,1,-0.154873782065704,78,35,74,39,chr11,110463073,110463073,1,+
FDX1,chr11_+_110463255,chr11:+:110463255,FDX1,chr11_+_110463255,Shortened,68.2289632638616,0.212480878139681,0.04155148946559,0.838477107640538,1,0.0728685356706755,94,31,78,76,chr11,110463255,110463255,1,+
SIK2,chr11_+_111730854,chr11:+:111730854,SIK2,chr11_+_111730854,Shortened,69.4528757640189,0.216215615171097,0.00989495236707683,0.920762426573841,1,0.110498263160718,104,48,69,58,chr11,111730854,111730854,1,+
DIXDC1,chr11_+_112021978,chr11:+:112021978,DIXDC1,chr11_+_112021978,Lengthened,493.147613455041,0.169417253067133,0.0328792212715854,0.856111476322719,1,-0.0984139976566016,350,571,464,643,chr11,112021978,112021978,1,+
DIXDC1,chr11_+_112022581,chr11:+:112022581,DIXDC1,chr11_+_112022581,Shortened,152.842833988265,0.18591968516517,0.0420278103864291,0.837566769660227,1,0.110496711814935,158,110,197,149,chr11,112022581,112022581,1,+
DLAT,chr11_+_112062628,chr11:+:112062628,DLAT,chr11_+_112062628,Shortened,68.9585846578669,0.353824481070241,1.63116166622859,0.20154244906494,1,0.28930468235434,17,60,84,133,chr11,112062628,112062628,1,+
DLAT,chr11_+_112063610,chr11:+:112063610,DLAT,chr11_+_112063610,Shortened,47.9798249900388,0.267223286228636,7.05898075007589,0.00788688572223423,1,1.72771563737152,16,9,58,135,chr11,112063610,112063610,1,+
DLAT,chr11_+_112063864,chr11:+:112063864,DLAT,chr11_+_112063864,Lengthened,54.0446305726578,0.486014763148454,1.53903569077713,0.214761397735736,1,-2.40926579151197,132,23,41,16,chr11,112063864,112063864,1,+
DLAT,chr11_+_112064251,chr11:+:112064251,DLAT,chr11_+_112064251,Lengthened,26.0275611011967,0.577467412927212,0.135297567327285,0.713001357970951,1,-1.25662152274251,46,10,35,10,chr11,112064251,112064251,1,+
NKAPD1,chr11_+_112085148,chr11:+:112085148,NKAPD1,chr11_+_112085148,Shortened,37.1539602162457,0.296618460275086,1.37131089072487,0.241586782202971,1,0.204116951456722,41,31,35,46,chr11,112085148,112085148,1,+
SDHD,chr11_+_112095772,chr11:+:112095772,SDHD,chr11_+_112095772,Shortened,149.438380603668,0.199690704730658,9.08728451399906,0.00257392759018518,1,0.162940755641919,125,200,97,196,chr11,112095772,112095772,1,+
PTS,chr11_+_112233753,chr11:+:112233753,PTS,chr11_+_112233753,Lengthened,64.0932419740637,0.383729034328929,0.0315612179156943,0.858994107045752,1,-0.826800761018813,13,118,65,57,chr11,112233753,112233753,1,+
PTS,chr11_+_112233804,chr11:+:112233804,PTS,chr11_+_112233804,Lengthened,500.816197690267,0.27314927890033,0.766968189262045,0.381156604432411,1,-0.491067307422576,441,498,491,626,chr11,112233804,112233804,1,+
PTS,chr11_+_112233970,chr11:+:112233970,PTS,chr11_+_112233970,Shortened,29.1582886655441,0.444803220394035,3.78917642191686,0.05158502429597,1,1.89705895072568,2,15,41,70,chr11,112233970,112233970,1,+
ZBTB16,chr11_+_114255717,chr11:+:114255717,ZBTB16,chr11_+_114255717,Lengthened,44.3229062424737,0.2961271652757,0.0433410529213347,0.835084410203627,1,-0.0215085660577863,64,26,42,50,chr11,114255717,114255717,1,+
NNMT,chr11_+_114312516,chr11:+:114312516,NNMT,chr11_+_114312516,Lengthened,5682.1798921149,0.203199086199599,1.65425493320528,0.198380799919847,1,-0.202116911853802,5620,5210,4751,8144,chr11,114312516,114312516,1,+
NNMT,chr11_+_114313538,chr11:+:114313538,NNMT,chr11_+_114313538,Shortened,33.3355636912336,0.439373409617533,3.02271076387336,0.0821061182761238,1,1.93203460240204,21,3,49,72,chr11,114313538,114313538,1,+
RBM7,chr11_+_114408840,chr11:+:114408840,RBM7,chr11_+_114408840,Lengthened,81.9035656723387,0.21019360484327,0.87952949552762,0.348330579159669,1,-0.660540519592739,81,125,52,70,chr11,114408840,114408840,1,+
RBM7,chr11_+_114408911,chr11:+:114408911,RBM7,chr11_+_114408911,Shortened,86.9668033490509,0.197097264330582,0.0881623505206051,0.766526475618369,1,0.20654647905109,92,81,52,146,chr11,114408911,114408911,1,+
REXO2,chr11_+_114450250,chr11:+:114450250,REXO2,chr11_+_114450250,Lengthened,50.0229542279874,0.241255659416491,0.233806077652488,0.628715928262361,1,-0.331734979987636,53,46,39,71,chr11,114450250,114450250,1,+
REXO2,chr11_+_114450276,chr11:+:114450276,REXO2,chr11_+_114450276,Shortened,1089.7584967108,0.10772344825465,0.496708349877636,0.480950026313327,1,0.137967061554935,781,1023,1084,1668,chr11,114450276,114450276,1,+
PAFAH1B2,chr11_+_117169315,chr11:+:117169315,PAFAH1B2,chr11_+_117169315,Lengthened,48.066017315873,0.364998074910059,0.125760088140382,0.722869279538916,1,-0.65481760222017,22,82,18,82,chr11,117169315,117169315,1,+
PAFAH1B2,chr11_+_117169628,chr11:+:117169628,PAFAH1B2,chr11_+_117169628,Shortened,28.0687628449573,0.650363876116596,0.689420497246132,0.406361561033845,1,0.543883259622892,39,2,35,42,chr11,117169628,117169628,1,+
PAFAH1B2,chr11_+_117170072,chr11:+:117170072,PAFAH1B2,chr11_+_117170072,Shortened,63.7035682141371,0.211417445522721,0.31692289027886,0.573462769927672,1,0.414133393547852,38,57,60,117,chr11,117170072,117170072,1,+
PAFAH1B2,chr11_+_117170625,chr11:+:117170625,PAFAH1B2,chr11_+_117170625,Lengthened,2422.57547778233,0.0919612901824269,0.0955679147721327,0.757214571225164,1,-0.187034245567755,2382,2207,1893,3712,chr11,117170625,117170625,1,+
PAFAH1B2,chr11_+_117171043,chr11:+:117171043,PAFAH1B2,chr11_+_117171043,Lengthened,2558.97384016336,0.0922744770407226,0.0792082285351796,0.778373275735394,1,-0.0129285884634545,2214,2328,2382,3757,chr11,117171043,117171043,1,+
TAGLN,chr11_+_117204759,chr11:+:117204759,TAGLN,chr11_+_117204759,Lengthened,9435.91957749627,0.0885555103201984,0.0516487080710704,0.820218836837969,1,-0.276790987642896,11310,9346,7106,11027,chr11,117204759,117204759,1,+
TAGLN,chr11_+_117204791,chr11:+:117204791,TAGLN,chr11_+_117204791,Lengthened,11489.1924012221,0.0884674024566491,0.0425630444698868,0.83655022838172,1,-0.140090411908881,13408,10725,10067,12730,chr11,117204791,117204791,1,+
TAGLN,chr11_+_117205121,chr11:+:117205121,TAGLN,chr11_+_117205121,Shortened,62.1603697960622,0.21505445177477,0.48446043388158,0.486408839844565,1,0.422588674413809,71,37,66,84,chr11,117205121,117205121,1,+
RNF214,chr11_+_117285475,chr11:+:117285475,RNF214,chr11_+_117285475,Lengthened,18.5027795618145,0.816234457189481,0.0119509809150884,0.912948254037284,1,-0.115674155837054,30,1,18,30,chr11,117285475,117285475,1,+
RNF214,chr11_+_117285676,chr11:+:117285676,RNF214,chr11_+_117285676,Shortened,6.75368476405375,1.05349479480274,0.0103831083501547,0.918838003795193,1,0.15960774982188,9,1,9,9,chr11,117285676,117285676,1,+
CEP164,chr11_+_117412343,chr11:+:117412343,CEP164,chr11_+_117412343,Lengthened,12.9934524716704,0.841062037630274,0.367319018691873,0.544469271640664,1,-0.618997803945743,18,14,4,19,chr11,117412343,117412343,1,+
CEP164,chr11_+_117413264,chr11:+:117413264,CEP164,chr11_+_117413264,Shortened,21.7172620792457,0.653904052884561,0.4546257382882,0.500146411258283,1,0.470775593386543,10,27,31,17,chr11,117413264,117413264,1,+
UBE4A,chr11_+_118399207,chr11:+:118399207,UBE4A,chr11_+_118399207,Lengthened,392.427867968299,0.430038578509644,1.73419108155338,0.187876541494294,1,-0.595741213947843,311,387,388,537,chr11,118399207,118399207,1,+
ATP5MG,chr11_+_118409195,chr11:+:118409195,ATP5MG,chr11_+_118409195,Lengthened,8876.07681495831,0.126208822776363,0.0738863154670213,0.785760139029554,1,-0.0900021778225657,9490,8210,7680,11266,chr11,118409195,118409195,1,+
ATP5MG,chr11_+_118409846,chr11:+:118409846,ATP5MG,chr11_+_118409846,Shortened,64.55753267887,0.23802968026421,0.0400625346825763,0.841358362128957,1,0.180668858703367,49,67,82,59,chr11,118409846,118409846,1,+
ARCN1,chr11_+_118600794,chr11:+:118600794,ARCN1,chr11_+_118600794,Shortened,12.5799466003552,0.676128248979486,4.97208212294052,0.0257596201035077,1,4.18820423599296,1,1,15,42,chr11,118600794,118600794,1,+
ARCN1,chr11_+_118602927,chr11:+:118602927,ARCN1,chr11_+_118602927,Lengthened,1092.11357982727,0.135989702199614,0.716244387055013,0.397378588200285,1,-0.214187788519414,999,996,1070,1446,chr11,118602927,118602927,1,+
ARCN1,chr11_+_118603030,chr11:+:118603030,ARCN1,chr11_+_118603030,Lengthened,55.7129500035017,0.269837308943331,0.532687859521005,0.465479014517119,1,-0.928162694872826,77,52,24,83,chr11,118603030,118603030,1,+
CBL,chr11_+_119306940,chr11:+:119306940,CBL,chr11_+_119306940,Shortened,477.546248054121,0.237200532674379,0.268338845594315,0.604448271530369,1,0.386849220788156,378,397,414,849,chr11,119306940,119306940,1,+
CBL,chr11_+_119308148,chr11:+:119308148,CBL,chr11_+_119308148,Lengthened,84.3519283934895,0.30367055973232,0.276829805466718,0.598786643014975,1,-0.617699711590301,164,33,64,86,chr11,119308148,119308148,1,+
USP47,chr11_+_11956405,chr11:+:11956405,USP47,chr11_+_11956405,Shortened,315.651133066352,0.124190873141822,1.65141656884444,0.198766238124139,1,0.657842540725246,274,211,320,533,chr11,11956405,11956405,1,+
USP47,chr11_+_11956569,chr11:+:11956569,USP47,chr11_+_11956569,Lengthened,80.3480307846188,0.297813843856998,1.10521675018074,0.293124089469071,1,-0.839944330284321,156,48,77,34,chr11,11956569,11956569,1,+
USP47,chr11_+_11956943,chr11:+:11956943,USP47,chr11_+_11956943,Lengthened,55.2004154860505,0.25632341158934,0.0648495656106149,0.79898897385659,1,-0.188365564267554,89,28,53,55,chr11,11956943,11956943,1,+
USP47,chr11_+_11957515,chr11:+:11957515,USP47,chr11_+_11957515,Lengthened,54.6031750360809,0.252672577532535,0.522017944007828,0.469982151656203,1,-0.402611324364702,65,57,28,80,chr11,11957515,11957515,1,+
TLCD5,chr11_+_120330633,chr11:+:120330633,TLCD5,chr11_+_120330633,Lengthened,51.4278755074548,0.241113675309155,0.00340317464985418,0.953480407031834,1,-0.0449707292377246,48,53,55,51,chr11,120330633,120330633,1,+
ARHGEF12,chr11_+_120485355,chr11:+:120485355,ARHGEF12,chr11_+_120485355,Shortened,52.1981646810992,0.307597063402719,0.0190094076699268,0.89033951820868,1,0.0811549559968601,71,22,47,81,chr11,120485355,120485355,1,+
ARHGEF12,chr11_+_120489028,chr11:+:120489028,ARHGEF12,chr11_+_120489028,Lengthened,304.061749979661,0.167120084970159,1.28976774140132,0.256090757366855,1,-0.042317752150355,295,263,283,423,chr11,120489028,120489028,1,+
